"lemma_it","UPOS","lemma_parm","lemma_parm_2","lemma_parm_3","lemma_parm_4","lemma_parm_5","lemma_parm_6","lemma_parm_7","lemma_parm_8","lemma_parm_9","LiITA_URI","LiITA_URI_2","LiITA_URI_3","LiITA_URI_4","LiITA_URI_5","LiITA_URI_6","LiITA_URI_7"
"lingua","NOUN","lengua","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006389",,,,,,
"linguaccia","NOUN","lenguasa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006390",,,,,,
"linguetta","NOUN","linguètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093841",,,,,,
"liquerizia","NOUN","regolìssia","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006521",,,,,,
"liquidazione","NOUN","bonusída","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006516",,,,,,
"liquido","ADJ","lìqquid","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093853",,,,,,
"lisca","NOUN","lìsca","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006550",,,,,,
"piallata","NOUN","pioläda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1020259",,,,,,
"lisciare","VERB","lisär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006557",,,,,,
"lisciarsi","VERB","lisärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006558",,,,,,
"liscio","ADJ","lìss","zlìssid","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006565",,,,,,
"lisciva","NOUN","alsía","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057554",,,,,,
"liso","ADJ","lîz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006579",,,,,,
"litanie","NOUN","litanji","_","_","_","_","_","_","_","_",,,,,,,
"lite","NOUN","bùjja","lita","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057559",,,,,,
"litigante","ADJ","litigant","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/26803",,,,,,
"litigare","VERB","bacajär","litigär","tacagnär","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006614",,,,,,
"litigioso","ADJ","bacajón","tacagnén","tacalìta","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006624",,,,,,
"livido","ADJ","nicón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006720",,,,,,
"lobo","NOUN","pedzén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006756",,,,,,
"lodare","VERB","lodär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006818",,,,,,
"lodarsi","VERB","gloriärs","portäres","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006819",,,,,,
"lodola","NOUN","lòdla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093901",,,,,,
"loggione","NOUN","tartarén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006850",,,,,,
"loggione","NOUN","logión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006850",,,,,,
"loglio","NOUN","lôj","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093907",,,,,,
"lombaggine","NOUN","dernära","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093912",,,,,,
"lombo","NOUN","nómbol","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093914",,,,,,
"lontananza","NOUN","lontanansa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006955",,,,,,
"lontano","ADJ","lontàn","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1006959",,,,,,
"loro","PRON","lôr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007008",,,,,,
"losco","ADJ","ciorbìgh","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007013",,,,,,
"lotta","NOUN","lota","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007026",,,,,,
"lottare","VERB","lotär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007027",,,,,,
"lotteria","NOUN","lotaria","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007029",,,,,,
"lotto","NOUN","lòt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007038",,,,,,
"lucchetto","NOUN","luchètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007069",,,,,,
"luccicare","VERB","barluzír","luzír","zberluzîr","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007071",,,,,,
"luccicore","NOUN","luzôr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007074",,,,,,
"lucciola","NOUN","lùssa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007077",,,,,,
"lucerna","NOUN","luzerna","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057593",,,,,,
"lucertola","NOUN","arzintlón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093931",,,,,,
"lucertola","NOUN","arzintéla","luzerta","rìnngoll","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093931",,,,,,
"lucherino","NOUN","logarén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093933",,,,,,
"lucidare","VERB","zgurär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007095",,,,,,
"lucidata","NOUN","zguraden’na","_","_","_","_","_","_","_","_",,,,,,,
"lucidata","NOUN","zguräda","_","_","_","_","_","_","_","_",,,,,,,
"lucido","ADJ","lùccid","lùstor","zambàn","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093937",,,,,,
"lucignolo","NOUN","carzôl","stopén","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007109",,,,,,
"luglio","NOUN","luj","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007160",,,,,,
"lui da solo","ADJ","daparlú","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1060324",,,,,,
"lui","PRON","lu","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007163",,,,,,
"lumaca","NOUN","lumäga","lumagòt","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007171",,,,,,
"lumacone","NOUN","lumagón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057601",,,,,,
"lume","NOUN","lùmm","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007180",,,,,,
"lumino","NOUN","lumén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057603",,,,,,
"luna","NOUN","lón’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093953",,,,,,
"lunario","NOUN","lunäri","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007211",,,,,,
"lunatica","NOUN","frigna","frignära","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057604",,,,,,
"lunatico","ADJ","lunatich","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007214",,,,,,
"lunedì","NOUN","lundí","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007219",,,,,,
"lunga","ADJ","longa","_","_","_","_","_","_","_","_",,,,,,,
"lungaggine","NOUN","longàggina","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007225",,,,,,
"lungo","ADJ","lóngh","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007246",,,,,,
"lupa","NOUN","lòvva","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057609",,,,,,
"lupacchiotto","NOUN","lovén","loètt","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057611",,,,,,
"lupinella","NOUN","lupinéla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007286",,,,,,
"lupo","NOUN","lòvv","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093958",,,,,,
"lusinga","NOUN","boridón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007308",,,,,,
"lusingare","VERB","luzingär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007311",,,,,,
"lusso","NOUN","giàgia","lùss","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007332",,,,,,
"lustrare","VERB","lusträr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093964",,,,,,
"lustrino","NOUN","lustrén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093965",,,,,,
"maccherone","NOUN","macarón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007413",,,,,,
"macchiaccia","NOUN","maciasa","_","_","_","_","_","_","_","_",,,,,,,
"macchiare","VERB","maciär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007427",,,,,,
"macchie","NOUN","sfärsi","_","_","_","_","_","_","_","_",,,,,,,
"macchietta","NOUN","macètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057620",,,,,,
"macchina","NOUN","macén’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007437",,,,,,
"macellaio","NOUN","bcär","pcär","maslär","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007469",,,,,,
"macellatore","NOUN","masén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007473",,,,,,
"macelleria","NOUN","bcaría","pcaría","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007475",,,,,,
"macerare","VERB","mazrir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007482",,,,,,
"macero","NOUN","màch","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007492",,,,,,
"macina","NOUN","mäzna","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007521",,,,,,
"macinare","VERB","maznär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007529",,,,,,
"macinino","NOUN","maznén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007538",,,,,,
"Maddalena","PROPN","Madalén’na","_","_","_","_","_","_","_","_",,,,,,,
"Madonna","PROPN","Madònna","_","_","_","_","_","_","_","_",,,,,,,
"madre","NOUN","mädra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093994",,,,,,
"madrina","NOUN","madrén’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007704",,,,,,
"maestra","NOUN","méstra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057636",,,,,,
"maestro","NOUN","méstor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1093999",,,,,,
"maga","NOUN","mäga","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057639",,,,,,
"magagna","NOUN","magàgna","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007731",,,,,,
"magari","ADV","magari","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1094000",,,,,,
"maggio","NOUN","mag’","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007753",,,,,,
"maglietta","NOUN","majètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1094011",,,,,,
"maglione","NOUN","majón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057650",,,,,,
"mago","NOUN","magón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1094023",,,,,,
"magrezza","NOUN","magrèssa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007885",,,,,,
"magro","ADJ","mägor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007886",,,,,,
"mai","ADV","mäi","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007898",,,,,,
"maiale","NOUN","nomblén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007904",,,,,,
"maiale","NOUN","grugnànt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007904",,,,,,
"maiale","NOUN","gozén","nimäl","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007904",,,,,,
"maialetto","NOUN","zanén","_","_","_","_","_","_","_","_",,,,,,,
"malalingua","NOUN","malaléngua","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007973",,,,,,
"malandato","ADJ","malandä","malmìss","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/26869",,,,,,
"malanno","NOUN","malán","pantòssa","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1007986",,,,,,
"malaticcio","ADJ","magagnä","zmalvasä","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008007",,,,,,
"malattia","NOUN","morgón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008013",,,,,,
"malattia","NOUN","lundiana","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008013",,,,,,
"malattia","NOUN","mòrbia","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008013",,,,,,
"malattia","NOUN","malatìa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008013",,,,,,
"malconcio","ADJ","dracä","dròch","eceomo","malcóns","_","_","_","_","_","http://liita.it/data/id/lemma/1008039",,,,,,
"malconservato","ADJ","maltgnú","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/24140",,,,,,
"maldestro","ADJ","imbalsä","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008055",,,,,,
"male","ADV","mäl","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1094044",,,,,,
"maledetto","ADJ","maladètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/26871",,,,,,
"maledire","VERB","maledìr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008074",,,,,,
"maledizione","NOUN","maledisión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008077",,,,,,
"maleducato","ADJ","vilanas","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008078",,,,,,
"malfatto","ADJ","mälfàt","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/26874",,,,,,
"maligna","NOUN","maladètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057692",,,,,,
"malignare","VERB","sparlasär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008147",,,,,,
"malignità","NOUN","malignitä","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008151",,,,,,
"maligno","ADJ","malígn","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008152",,,,,,
"malinconia","NOUN","lórgna","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1094051",,,,,,
"malinconia","NOUN","malinconìa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1094051",,,,,,
"malinconico","ADJ","malincònich","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1094052",,,,,,
"malinteso","NOUN","malintéza","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008161",,,,,,
"malizia","NOUN","malìssia","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008166",,,,,,
"malizioso","ADJ","bergnìff","malisiôz","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008169",,,,,,
"malizioso","ADJ","sfarnì","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008169",,,,,,
"sfrenato","ADJ","sfarnì","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/30659",,,,,,
"malleolo","NOUN","nozètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008176",,,,,,
"malmenare","VERB","mantruzär","sterbisär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008185",,,,,,
"malmesso","ADJ","mälfotú","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/26881",,,,,,
"malnato","ADJ","malnä","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008194",,,,,,
"malocchio","NOUN","maloc’","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008201",,,,,,
"malora","NOUN","malôra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008204",,,,,,
"malridotto","ADJ","sacagnä","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008231",,,,,,
"malsano","ADJ","arnòch","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008235",,,,,,
"maltrattamento","NOUN","tartasäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057698",,,,,,
"maltrattare","VERB","maltratär","zborîr","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008268",,,,,,
"malvestito","ADJ","maltapä","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008290",,,,,,
"malvolentieri","ADV","mälvlontéra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008300",,,,,,
"mamma","NOUN","mama","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008312",,,,,,
"mammella","NOUN","tetasa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008322",,,,,,
"mammella","NOUN","tetón’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008322",,,,,,
"mammella","NOUN","tètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008322",,,,,,
"mammelle","NOUN","maméli","mostôzi","_","_","_","_","_","_","_",,,,,,,
"manaccia","NOUN","manasa","mnàsa","_","_","_","_","_","_","_",,,,,,,
"manata","NOUN","platón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008357",,,,,,
"manata","NOUN","manäda","mnäda","plata","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008357",,,,,,
"mancare","VERB","mancär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008360",,,,,,
"manciata","NOUN","brancadén’na","brancadéla","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008371",,,,,,
"manciata","NOUN","brancäda","pugnètta","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008371",,,,,,
"mancino","NOUN","mansén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008374",,,,,,
"manco","ADV","manch","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/49627",,,,,,
"mandare","VERB","mandär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008385",,,,,,
"mandata","NOUN","ciaväda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008393",,,,,,
"mandorla","NOUN","amandla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1057714",,,,,,
"mandorle","NOUN","zacaréi","_","_","_","_","_","_","_","_",,,,,,,
"maneggiare","VERB","manegiär","zmanucrär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008437",,,,,,
"maneggio","NOUN","manègg’","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008439",,,,,,
"maneggione","NOUN","mezdusón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008440",,,,,,
"manesco","ADJ","manèsch","patusón","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008445",,,,,,
"manette","NOUN","mantón","_","_","_","_","_","_","_","_",,,,,,,
"mangeria","NOUN","scrocarìa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008472",,,,,,
"mangiare","VERB","paciär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008502",,,,,,
"mangiare","VERB","zmorfír","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008502",,,,,,
"mangiare","VERB","zgnacolär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008502",,,,,,
"mangiare","VERB","zganasär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008502",,,,,,
"mangiare","VERB","cuciarär","magnär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008502",,,,,,
"mangiata","NOUN","zgnacoläda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008510",,,,,,
"mangiata","NOUN","paciadón’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008510",,,,,,
"mangiata","NOUN","magnäda","zgagnäda","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1008510",,,,,,
