ID	POS	ENTRATA	NUMERO	GENERE	traduzione1	traduzione2	traduzione3	traduzione4	traduzione5	traduzione6	traduzione7	traduzione8	traduzione9	variant1	variant2	variant3	variant4	variant5	variant6	variant7	variant8	variant9	variant10	variant11	variant12	variant13	variant14	variant15	variant16
8417	NOUN	faucigghiuni	s	m	sorta di falce									facigghiuni	fancigliuni	faucidduni													
8418	NOUN	fanci	s	f	falce									faci	fàuci	fàvuci													
8419	NOUN	facunnia	s	f	facondia	eloquenza	eleganza nel parlare							facundia															
8420	NOUN	vantali	s	m	grembiule									fadali	falari	fallaru	fantali	faudali	fandali	fatali	farali								
8421	NOUN	farsìa	s	f	falsità									falsìa	fausìa														
8422	NOUN	frastuca	s	f	pistacchio									fastuca	pastuca														
8423	NOUN	fastiddiu	s	m	fastidio	seccatura	noia							fastidiu	fastìu														
8424	NOUN	fastidiu	s	m	fastidio	seccatura	noia							fastiddiu	fastìu														
8425	NOUN	filìnia	s	f	fuliggine									filìina	fulìnia	filìggini													
8426	NOUN	fulìnia	s	f	fuliggine									filìina	filìnia	filìggini													
8427	NOUN	filusa	s		denaro									filusi															
8428	NOUN	filuluggìa	s	f	filologia									filoluggìa															
8429	NOUN	filosufìa	s	f	filosofia									filusufìa															
8430	NOUN	faràutu	s	m	flauto									fràutu	filàutu	flàutu													
8431	NOUN	fràutu	s	m	flauto									faràutu	filàutu	flàutu													
8432	NOUN	firianti	s	m	mercante di fiera	fieraiolo								firanti															
8433	NOUN	firotu	s	m	mercante di fiera	fieraiolo																							
8434	NOUN	sfirnicìa	s	f	frenesia									firnicìa															
8435	NOUN	frìscina	s	f	fiocina	fiocine								fìscina															
8436	NOUN	flussu	s	m	flusso sgorgo d'acqua									flusciu	frusciu	fursu	frussu												
8437	NOUN	fratrìa	s	f	confraternita									fratìa															
8438	NOUN	friugghiu	s	m	accesso di febbre									frivugghiu															
8439	NOUN	frocia	s	f	frittata									froscia															
8440	NOUN	fujuta	s	f	l'atto del fuggirsene									fuiuta															
8441	NOUN	fujutina	s	f	l'atto del fuggirsene									fuiutina															
8442	NOUN	fòsfuru	s	m	fosforo									fòsfaru															
8443	NOUN	fòsfuru	s	m	fosforo									fòrfaru	fòsfaru	pòsparu	pòspuru	pòspiru											
8444	NOUN	pòspiru	s	m	fosforo									fòrfaru	fòsfuru	fòsfaru	pòspuru	pòsparu											
8445	NOUN	pòspuru	s	m	fosforo									fòrfaru	fòsfuru	fòsfaru	pòsparu	pòspiru											
8446	NOUN	calisseri	s	m	calessiere	cocchiere								galisseri															
8447	NOUN	ana	s	f	grande voglia									gana															
8448	NOUN	iastima	s	f	imprecazione	maledizione								gastema	jastima	gastima	gastimma												
8449	NOUN	jastima	s	f	imprecazione	maledizione								gastema	gastima	iastima	gastimma												
8450	NOUN	gissu	s	m	gesso									jissu	issu	ghissu													
8451	NOUN	ghiòmmiru	s	m	gomitolo	cosa avviluppata								gliòmmaru	ghiòmmaru	ghiòmmuru													
8452	NOUN	ghiòmmuru	s	m	gomitolo	cosa avviluppata								gliòmmaru	ghiòmmiru	ghiòmmaru													
8453	NOUN	giajanti	s	m	gigante									giaianti	gijanti	giganti	gianti	giufanti											
8454	NOUN	gijanti	s	m	gigante									giajanti	giaianti	giganti	gianti	giufanti											
8455	NOUN	giganti	s	m	gigante									giajanti	giaianti	gijanti	gianti	giufanti											
8456	NOUN	gianti	s	m	gigante									giajanti	giaianti	giganti	gijanti	giufanti											
8457	NOUN	sincili			gengive									gingili	cincili														
8458	NOUN	cioggi	p	f	pioggia	acqua piovana								chioggi	gioggi														
8459	NOUN	chioggi	p	f	pioggia	acqua piovana								cioggi	gioggi														
8460	NOUN	cista	s	f	cesta									gistra															
8461	NOUN	giggiulena	s	f	seme di sesamo									giurgiulena	giuggiulena	ciciulena	ciuciulena												
8462	NOUN	giurgiulena	s	f	seme di sesamo									giuggiulena	giggiulena	ciciulena	ciuciulena												
8463	NOUN	ciuciulena	s	f	seme di sesamo									giurgiulena	giggiulena	giuggiulena	ciciulena												
8464	NOUN	ciciulena	s	f	seme di sesamo									giurgiulena	giggiulena	giuggiulena	ciuciulena												
8465	NOUN	gileppu	s	m	giulebbo	giulebbe								cileppu	giuleppu														
8466	NOUN	girana	s	f	rana									ciranna	giuranna	giurana													
8467	NOUN	lucèrtula	s	f	lucertola									sucèrtula	gièrdula	lucerta													
8468	NOUN	lucerta	s	f	lucertola									lucèrtula	gièrdula	sucèrtula													
8469	NOUN	niegnu	s	m	ingegno	talento	perspicacia							njegnu	gnegnu	ncegnu	ngegnu												
8470	NOUN	njegnu	s	m	ingegno	talento	perspicacia							niegnu	gnegnu	ncegnu	ngegnu												
8471	NOUN	ncegnu	s	m	ingegno	talento	perspicacia							njegnu	niegnu	gnegnu	ngegnu												
8472	NOUN	ngegnu	s	m	ingegno	talento	perspicacia							njegnu	niegnu	gnegnu	ncegnu												
8473	NOUN	grasciu	s	m	grasso	sporcizia																							
8474	NOUN	grassu	s	m	grasso									rassu															
8475	NOUN	regna	s	f	covone									gregna															
8476	NOUN	àsinu	s	m	asino									gàsinu															
8477	NOUN	àmmaru	s	m	gambero									gàmmaru	àmmuru	jàmmaru	jàmmuru	jàmmiru	iàmmaru	iàmmuru	iàmmiru								
8478	NOUN	àmmuru	s	m	gambero									àmmaru	gàmmaru	jàmmaru	jàmmuru	jàmmiru	iàmmaru	iàmmuru	iàmmiru								
8479	NOUN	jàmmuru	s	m	gambero									àmmaru	gàmmaru	jàmmaru	àmmuru	jàmmiru	iàmmaru	iàmmuru	iàmmiru								
8480	NOUN	iàmmuru	s	m	gambero									àmmaru	gàmmaru	jàmmaru	àmmuru	jàmmiru	iàmmaru	jàmmuru	iàmmiru								
8481	NOUN	jàmmiru	s	m	gambero									àmmaru	gàmmaru	jàmmaru	àmmuru	jàmmuru	iàmmaru	iàmmuru	iàmmiru								
8482	NOUN	iàmmiru	s	m	gambero									àmmaru	gàmmaru	jàmmaru	àmmuru	jàmmiru	iàmmaru	iàmmuru	jàmmuru								
8483	NOUN	jàmmaru	s	m	gambero									àmmaru	gàmmaru	jàmmuru	àmmuru	jàmmiru	iàmmaru	iàmmuru	iàmmiru								
8484	NOUN	iàmmaru	s	m	gambero									àmmaru	gàmmaru	jàmmuru	àmmuru	jàmmiru	jàmmaru	iàmmuru	iàmmiru								
8485	NOUN	guviernu	s	m	governo									cuvernu	cuviernu	guvernu													
8486	NOUN	cuviernu	s	m	governo									cuvernu	guviernu	guvernu													
8487	NOUN	annacalora	s	f	culla									nacalora															
8488	NOUN	nacalora	s	f	culla	altalena								annacalora															
8489	NOUN	nannava	s	f	bisnonna																								
8490	NOUN	nanna	s	f	nonna																								
8491	NOUN	nfamia	s	f	infamia									nfama															
8492	NOUN	anghidda	s	f	anguilla									nghidda	ancidda	ncidda													
8493	NOUN	ancidda	s	f	anguilla									anghidda	nghidda	ncidda													
8494	NOUN	ncidda	s	f	anguilla									anghidda	nghidda	ancidda													
8495	NOUN	spunzalizziu	s	m	fidanzamento	cerimonia di matrimonio								spunsalizziu	spunzaliziu	spunsaliziu													
8496	NOUN	spunzaliziu	s	m	fidanzamento	cerimonia di matrimonio								spunsalizziu	spunzalizziu	spunsaliziu													
8497	NOUN	spunsalizziu	s	m	fidanzamento	cerimonia di matrimonio								spunzalizziu	spunzaliziu	spunsaliziu													
8498	NOUN	spunsaliziu	s	m	fidanzamento	cerimonia di matrimonio								spunsalizziu	spunzaliziu	spunzalizziu													
8499	NOUN	nguajamentu	s	m	fidanzamento									nguaiamentu															
8500	NOUN	angulatura	s	f	piegatura del ginocchio									ngulatura															
8501	NOUN	angusciu	s	m	angoscia	angosciamento								ngusciu															
8502	NOUN	nivia	s	f	indivia	scarola								nilvia	nirvia	nnivia													
8503	NOUN	nnivia	s	f	indivia	scarola								nilvia	nirvia	nivia													
8504	NOUN	nuciddi	p	f	nocciola																								
8505	NOUN	nuci	s	f	noce									nusci															
8506	NOUN	enimma	s	m	enigma									nimma	nnimma	enìgghima													
8507	NOUN	enìgghima	s	m	enigma									nimma	nnimma	enimma													
8508	NOUN	nannata	s	f	latterino									nunnata	nnannata	nnunnata													
8509	ADJ	nurmusu	s	m	affettato	ricercato	artificioso							nnurmusu															
8510	NOUN	nutanna	s	f	nota									notanna	notannu														
8511	NOUN	singa	s	f	segno									nzinga	nsinga														
8512	NOUN	maluntisu	s	m	malinteso									malintisu															
8513	NOUN	malintisu	s	m	malinteso									maluntisu															
8514	NOUN	ntrabbuliata	s	f	tramonto	crepuscolo																							
8515	VERB	ntrabbuniri			tramontare									ntrabuniri															
8516	NOUN	ntrabbuniri	s	m	tramonto	crepuscolo								ntrabuniri															
8517	VERB	ntrabuniri			tramontare									ntrabbuniri															
8518	NOUN	ntrabuniri	s	m	tramonto	crepuscolo								ntrabbuniri															
8519	NOUN	vudiddami	s	m	budellame									vuriddami															
8520	NOUN	vuriddami	s	m	budellame									vudiddami															
8521	NOUN	zìtula	s	f	setola	pelo di porco																							
8522	NOUN	sugna	s	f	sugna									nsugna	nzugna														
8523	NOUN	nsugna	s	f	sugna									sugna	nzugna														
8524	NOUN	saìmi	s	m	strutto									sajimi															
8525	NOUN	sajìmi	s	m	strutto									saimi															
8526	ADJ	caru	s	m	caro																								
8527	NOUN	cabella	s	f	gabella									cabbella	gabbella	gabella													
8528	NOUN	gabbella	s	f	gabella									cabella	cabbella	gabella													
8529	NOUN	gabella	s	f	gabella									cabella	cabbella	gabbella													
8530	NOUN	cabillotu	s	m	gabellotto									cabbillotu	gabbillotu	gabillotu													
8531	NOUN	gabillotu	s	m	gabellotto									cabbillotu	gabbillotu	cabillotu													
8532	NOUN	gabbillotu	s	m	gabellotto									cabbillotu	gabillotu	cabillotu													
8533	NOUN	carciòfulu	s	m	carciofo									cacciòffulu	carciòffula														
8534	NOUN	cacòcciulu	s	m	carciofo									cacòcciula	cacuòcciulu	cacuòcciula	capòcciula	carcòcciulu	carcòcciula										
8535	NOUN	cacuòcciulu	s	m	carciofo									cacòcciula	cacòcciulu	cacuòcciula	capòcciula	carcòcciulu	carcòcciula										
8536	NOUN	cacuòcciula	s	f	carciofo									cacòcciula	cacòcciulu	cacuòcciulu	carcòcciulu	carcòcciula	capòcciula										
8537	NOUN	carcòcciulu	s	m	carciofo									cacòcciula	cacuòcciulu	cacuòcciula	capòcciula	cacòcciulu	carcòcciula										
8538	NOUN	carcòcciula	s	f	carciofo									cacòcciula	cacuòcciulu	cacuòcciula	capòcciula	cacòcciulu	carcòcciulu										
8539	NOUN	cacòcciufa	s	f	carciofo																								
8540	NOUN	caggiuni	s	m	cagione									casciuni	cagiuni	caciuni													
8541	NOUN	cagiuni	s	m	cagione									casciuni	caggiuni	caciuni													
8542	NOUN	cajella	s	f	veste da camera									caella	caiella														
8543	NOUN	cangiamentu	s	m	cambiamento									canciamentu															
8544	NOUN	cangemi	s	m	barbiere o salassatore									cancemi															
8545	NOUN	cancemi	s	m	barbiere o salassatore									cangemi															
8546	NOUN	fierra	s	f	ferula mediterranea									ferra															
8547	NOUN	ferra	s	f	ferula mediterranea									fierra															
8548	NOUN	avrignuolu	s	m	prugnolo selvatico	susino selvatico	frutto del prugnolo selvatico							prignolu	brignolu														
8549	NOUN	cavizza	s	f	cavezza	cavezza								capizza															
8550	NOUN	capizzali	s	m	capezzale																								
8551	NOUN	cavizzuni	s	m	cavezza	cavezza								capizzuni															
8552	NOUN	capriulè	s	m	carrozzella	cabriolet	carrozza	calesse						capriolè															
8553	NOUN	capuràisi	s	m	capo di pescatori	padrone di barca								capurràisi															
8554	NOUN	capurriuni	s	m	caporione	capo di un gruppo	capobanda							capuriuni															
8555	NOUN	capuriuni	s	m	caporione	capo di un gruppo	capobanda							capurriuni															
8556	NOUN	caramusciu	s	m	coniglino	coniglio giovane	ragazzo	ragazzotto						caramuciu	carmusciu	carmuciu	ciaramuci	ciaramusci	grammusciu	grammuciu									
8557	NOUN	ciaramusci	s	m	coniglino	coniglio giovane	ragazzo	ragazzotto						caramuciu	caramusciu	carmuciu	carmusciu	ciaramuci	grammusciu	grammuciu									
8558	NOUN	grammuciu	s	m	coniglino	coniglio giovane	ragazzo	ragazzotto						caramuciu	caramusciu	carmuciu	ciaramuci	ciaramusci	carmusciu	grammusciu									
8559	NOUN	caravigliaru	s	m	chi vende a caro prezzo									caravigghiaru	caravigghianu														
8560	NOUN	caravigghianu	s	m	chi vende a caro prezzo									caravigliaru	caravigghiaru														
8561	NOUN	carnasciumi	s	f	carnagione									carnaciumi	carnaciuni	carnasciuni													
8562	NOUN	carnasciuni	s	f	carnagione									carnaciumi	carnaciuni	carnasciumi													
8563	NOUN	carnizzieri	s	m	macellaio									carnizzeri															
8564	NOUN	chianchieri	s	m	macellaio									chiancheri	ghiancheri														
8565	NOUN	vucceri	s	m	macellaio									vuccieri	bucceri	buccieri	ucceri												
8566	NOUN	bucceri	s	m	macellaio									vuccieri	vucceri	buccieri	ucceri												
8567	NOUN	buccieri	s	m	macellaio									vuccieri	vucceri	bucceri	ucceri												
8568	NOUN	vuccieri	s	m	macellaio									buccieri	vucceri	bucceri	ucceri												
8569	NOUN	barrancu	s	m	burrone	luogo scosceso	dirupo	precipizio						carrancu															
8570	NOUN	casicavaddu	s	m	caciocavallo									caciucavaddu	casciucavaddu	cascavaddu	casacavaddu	casucavaddu											
8571	NOUN	casacavaddu	s	m	caciocavallo									caciucavaddu	casciucavaddu	cascavaddu	casicavaddu	casucavaddu											
8572	NOUN	casucavaddu	s	m	caciocavallo									caciucavaddu	casciucavaddu	cascavaddu	casacavaddu	casicavaddu											
8573	NOUN	caciucavaddu	s	m	caciocavallo									casicavaddu	casciucavaddu	cascavaddu	casacavaddu	casucavaddu											
8574	NOUN	casciucavaddu	s	m	caciocavallo									casicavaddu	caciucavaddu	cascavaddu	casacavaddu	casucavaddu											
8575	NOUN	crasèntula	s	f	lombrico									casèntaru	casèntula														
8576	NOUN	chierza	s	f	quercia									cersa	cherza	cerza													
8577	NOUN	cherza	s	f	quercia									cersa	cerza	chierza													
8578	NOUN	ciavreddu	s	m	capretto									ciarveddu	ciarvieddu	ciavareddu	ciareddu	ciaraveddu											
8579	NOUN	chitarra	s	f	chitarra									citarra															
8580	NOUN	pulicara	s	f	enula bacicci	inula vischiosa	inula	enula cepittoni	pruteca					prucara															
8581	NOUN	auruca	s	f	tamerice									vruca	bruca														
8582	NOUN	cibu	s	m	cibo									civu	cibbu														
8583	NOUN	cibbu	s	m	cibo									civu	cibu														
8584	NOUN	tràppula	s	f	trappola									ciàppula															
8585	NOUN	chesia	s	f	chiesa									cresia	clesia	chiesia													
8586	NOUN	chiesia	s	f	chiesa									cresia	chesia	clesia													
8587	NOUN	ietru	s	m	acqua ghiacciata	ghiaccio	gelo							chiatru	citru	chetru	jetru	chietru	chiètaru	ghiatru									
8588	NOUN	jetru	s	m	acqua ghiacciata	ghiaccio	gelo							chiatru	citru	chetru	ietru	chietru	chiètaru	ghiatru									
8589	NOUN	curami	s	m	cuoiame	corame								cuirami															
8590	NOUN	cugliuni	s	m	testicolo	coglia	palla							cugghiuni															
8591	NOUN	cruvatta	s	f	cravatta	corvatta								cruatta	cravatta	crivatta													
8592	NOUN	cravatta	s	f	cravatta	corvatta								cruatta	cruvatta	crivatta													
8593	NOUN	crivatta	s	f	cravatta	corvatta								cruatta	cravatta	cruvatta													
8594	NOUN	conza ceri	s	m	acconcia-sedie									conza cieri															
8595	NOUN	cuniuntura	s	f	occasione	congiuntura	circostanza	situazione	combinazione					cugnintura	cunjuntura	cugnuntura	cunjintura												
8596	NOUN	curaru	s	m	cuoiaio									cuiraru															
8597	NOUN	cuniu	s	m	conio	cuneo								cugnu															
8598	NOUN	cunigliu	s	m	coniglio									cunigghiu															
8599	NOUN	curtili	s	m	cortile																								
8600	NOUN	cuttigghiu	s	m	cortile	pettegolezzo								curtigghiu	cuttigliu	curtigliu													
8601	NOUN	cuttigliu	s	m	cortile									curtigghiu	cuttigghiu	curtigliu													
8602	NOUN	curtigliu	s	m	cortile									curtigghiu	cuttigghiu	cuttigliu													
8603	NOUN	càssuru	s	m	corso	via principale	strada principale							càssaru															
8604	NOUN	càrziru	s	m	carcere	prigione								càrciri	càrziri	càrzaru	càrzara	càrzira	càrzari	càrzuru	càrciaru	càrciru							
8605	NOUN	càrzuru	s	m	carcere	prigione								càrciri	càrziri	càrziru	càrzara	càrzira	càrzari	càrzaru	càrciaru	càrciru							
8606	NOUN	càrziri	s	m	carcere	prigione								càrciri	càrzaru	càrziru	càrzara	càrzira	càrzari	càrzuru	càrciaru	càrciru							
8607	NOUN	càrzari	s	m	carcere	prigione								càrciri	càrzaru	càrziru	càrzara	càrzira	càrziri	càrzuru	càrciaru	càrciru							
8608	NOUN	càrzira	s	f	carcere	prigione								càrciri	càrzaru	càrziru	càrzara	càrziri	càrzari	càrzuru	càrciaru	càrciru							
8609	NOUN	càrzara	s	f	carcere	prigione								càrciri	càrzaru	càrziru	càrzira	càrziri	càrzari	càrzuru	càrciaru	càrciru							
8610	NOUN	càrciaru	s	m	carcere	prigione								càrciri	càrzaru	càrziru	càrzara	càrziri	càrzari	càrzuru	càrzira	càrciru							
8611	NOUN	càrciru	s	m	carcere	prigione								càrciri	càrzaru	càrziru	càrzara	càrziri	càrzari	càrzuru	càrzira	càrciaru							
8612	NOUN	càrciri	s	m	carcere	prigione								càrciru	càrzaru	càrziru	càrzara	càrziri	càrzari	càrzuru	càrzira	càrciaru							
8613	NOUN	cùccumu	s	m	vaso di rame	cuccuma								cùcumu	cùncuma	cùncumu													
8614	NOUN	maarìa	s	f	stregoneria	stregheria	affatturamento							magarìa	mavarìa														
8615	NOUN	mèrulu	s	m	merlo									merru	meriu														
8616	NOUN	abruzzisi	s	m	abruzzese									abbruzzisi															
8617	NOUN	abruzzisi	s	m	dialetto abruzzese									abbruzzisi															
8618	NOUN	abbruzzisi	s	m	abruzzese									abruzzisi															
8619	NOUN	abbruzzisi	s	m	dialetto abruzzese									abruzzisi															
8620	NOUN	mazzamarieddu	s	m	incubo	demonio	tromba d'aria	turbine	remolino					mazzamareddu	marzamareddu	mazzamaureddu	mazzamaurieddu	ammazzamareddu	mazzumaurieddu										
8621	NOUN	mazzamaurieddu	s	m	incubo	demonio	tromba d'aria	turbine	remolino					mazzamareddu	marzamareddu	mazzamaureddu	mazzamarieddu	ammazzamareddu	mazzumaurieddu										
8622	NOUN	mazzamaureddu	s	m	incubo	demonio	tromba d'aria	turbine	remolino					mazzamareddu	marzamareddu	mazzamarieddu	mazzamaurieddu	ammazzamareddu	mazzumaurieddu										
8623	NOUN	ammazzamareddu	s	m	incubo	demonio	tromba d'aria	turbine	remolino					mazzamareddu	marzamareddu	mazzamarieddu	mazzamaurieddu	mazzamaureddu	mazzumaurieddu										
8624	NOUN	membru	s	m	membro									mèmmuru	mèmmiru	mèmmaru													
8625	NOUN	munguni	s	m	moncone	moncherino								mugnuni	muncuni														
8626	NOUN	munseddu	s	m	mucchio	cumulo								munzieddu	munzeddu														
